SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
107187,0,Cash loans,F,Y,Y,0,72000.0,808650.0,29839.5,675000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.04622,-20145,-3389,-1796.0,-3556,14.0,1,1,0,1,0,0,Cooking staff,2.0,1,1,MONDAY,12,0,0,0,1,1,0,Medicine,,0.7263749527629855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
108239,0,Cash loans,M,Y,Y,0,135000.0,622413.0,31909.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.007305,-20938,-1906,-2548.0,-3939,15.0,1,1,0,1,1,0,Drivers,1.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,Construction,,0.5496033349588145,,0.0825,0.0818,0.9776,0.6940000000000001,0.0341,0.0,0.1379,0.1667,0.2083,0.0531,0.0672,0.0709,0.0,0.0,0.084,0.0849,0.9777,0.706,0.0344,0.0,0.1379,0.1667,0.2083,0.0543,0.0735,0.0738,0.0,0.0,0.0833,0.0818,0.9776,0.6981,0.0343,0.0,0.1379,0.1667,0.2083,0.054,0.0684,0.0722,0.0,0.0,reg oper account,block of flats,0.0744,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
109809,0,Cash loans,F,N,Y,1,131850.0,130824.0,8644.5,103500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007305,-10356,-1568,-1434.0,-3015,,1,1,1,1,1,0,Core staff,3.0,3,3,THURSDAY,7,0,0,0,0,0,0,Postal,,0.4505465529780821,0.4992720153045617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
110023,0,Cash loans,M,N,Y,1,135000.0,655614.0,33943.5,607500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.030755,-17741,-317,-1948.0,-1276,,1,1,0,1,0,0,,3.0,2,2,THURSDAY,17,0,0,0,0,1,1,Trade: type 3,,0.6156184098049717,0.6092756673894402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110145,0,Cash loans,F,N,N,0,427500.0,1164667.5,34182.0,1017000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.032561,-21283,-13878,-11848.0,-4066,,1,1,0,1,0,0,High skill tech staff,2.0,1,1,SUNDAY,16,0,0,0,0,0,0,Government,0.8286597190904597,0.6998603299612073,0.5298898341969072,0.0732,0.112,0.9727,,,,0.1379,0.1667,,,,,,0.0455,0.0746,0.1162,0.9727,,,,0.1379,0.1667,,,,,,0.0482,0.0739,0.112,0.9727,,,,0.1379,0.1667,,,,,,0.0465,,block of flats,0.0772,,No,0.0,0.0,0.0,0.0,-2165.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
110283,0,Cash loans,F,N,Y,0,67500.0,226422.0,10102.5,189000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-19012,-4576,-1513.0,-2407,,1,1,1,1,1,0,Sales staff,2.0,3,3,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,,0.7469124156918844,0.6380435278721609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-653.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
111425,0,Cash loans,F,N,Y,0,90000.0,1027057.5,43645.5,918000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0088659999999999,-17763,-1904,-859.0,-1313,,1,1,0,1,0,1,Sales staff,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.6508343741237088,0.7407990879702335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
111845,0,Cash loans,M,N,Y,3,315000.0,1215000.0,39195.0,1215000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-11222,-381,-203.0,-2222,,1,1,1,1,0,0,Laborers,5.0,2,2,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.3308509883236657,0.4509309348994578,0.6479768603302221,0.1232,0.084,0.9901,0.7484,,0.18,0.1552,0.3125,0.2083,0.057,,0.2197,,0.0797,0.0525,0.0655,0.9816,0.7583,,0.1611,0.1379,0.1667,0.2083,0.0583,,0.2289,,0.0807,0.1244,0.084,0.9901,0.7518,,0.18,0.1552,0.3125,0.2083,0.0579,,0.2237,,0.0813,reg oper account,block of flats,0.1909,Panel,No,1.0,0.0,1.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
114238,0,Cash loans,F,Y,Y,1,247500.0,270045.0,30595.5,256500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.016612,-8544,365243,-8507.0,-1223,2.0,1,0,0,1,0,0,,3.0,2,2,SATURDAY,14,0,0,0,0,0,0,XNA,0.503867818783453,0.1173011930750817,0.190705947811054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
114263,0,Cash loans,F,N,N,1,405000.0,1381113.0,36562.5,1206000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-16500,-833,-3173.0,-25,,1,1,0,1,0,0,Laborers,3.0,1,1,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.7225426850901371,0.7402625340408109,,0.0186,0.0424,0.9727,0.626,0.0293,0.0,0.069,0.0833,0.125,0.0351,0.0151,0.019,0.0,0.0,0.0189,0.044,0.9727,0.6406,0.0296,0.0,0.069,0.0833,0.125,0.0359,0.0165,0.0198,0.0,0.0,0.0187,0.0424,0.9727,0.631,0.0295,0.0,0.069,0.0833,0.125,0.0357,0.0154,0.0193,0.0,0.0,reg oper account,block of flats,0.031,Panel,No,1.0,0.0,1.0,0.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
114594,0,Cash loans,F,N,N,0,157500.0,312768.0,20353.5,270000.0,Unaccompanied,State servant,Higher education,Civil marriage,Rented apartment,0.020246,-9137,-386,-9110.0,-1768,,1,1,1,1,1,0,Core staff,2.0,3,3,FRIDAY,17,0,0,0,0,0,0,Security Ministries,0.265224194551784,0.0630169631683675,0.5971924268337128,,,0.9821,,,,,,,,,0.0493,,,,,0.9821,,,,,,,,,0.0514,,,,,0.9821,,,,,,,,,0.0502,,,,,0.0544,,No,0.0,0.0,0.0,0.0,-160.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
115394,0,Cash loans,F,Y,N,0,135000.0,545040.0,26509.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-10636,-2909,-4639.0,-2773,10.0,1,1,0,1,1,0,Core staff,2.0,1,1,TUESDAY,8,0,0,0,0,0,0,Kindergarten,,0.7383279893540163,0.3979463219016906,0.0526,0.0361,0.9771,,,0.04,0.0345,0.3333,,,,0.0448,,0.0222,0.0536,0.0375,0.9772,,,0.0403,0.0345,0.3333,,,,0.0467,,0.0236,0.0531,0.0361,0.9771,,,0.04,0.0345,0.3333,,,,0.0456,,0.0227,,block of flats,0.0453,"Stone, brick",No,0.0,0.0,0.0,0.0,-1191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
117292,0,Revolving loans,F,N,Y,0,135000.0,585000.0,29250.0,585000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-14896,-2659,-1858.0,-5001,,1,1,0,1,0,1,Core staff,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,School,0.7252757621836204,0.7718210084520003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
119520,0,Revolving loans,M,Y,Y,0,225000.0,675000.0,33750.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-16483,-193,-3247.0,-27,4.0,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Construction,0.5970489263627938,0.6085728516937717,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
120425,0,Cash loans,M,Y,Y,0,166500.0,1223010.0,48501.0,1125000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.009175,-10106,-1075,-934.0,-825,2.0,1,1,1,1,0,0,Managers,1.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.6105505213184602,0.6738300778602003,0.1433,0.2208,0.997,0.9592,0.0417,0.2,0.1724,0.2917,0.25,0.0962,0.1126,0.2194,0.0193,0.0548,0.146,0.2291,0.997,0.9608,0.0421,0.2014,0.1724,0.2917,0.25,0.0984,0.123,0.2286,0.0195,0.058,0.1447,0.2208,0.997,0.9597,0.0419,0.2,0.1724,0.2917,0.25,0.0979,0.1146,0.2234,0.0194,0.0559,reg oper account,block of flats,0.2073,Block,No,0.0,0.0,0.0,0.0,-376.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
122058,0,Cash loans,M,N,N,0,225000.0,1006920.0,51543.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001276,-15427,-103,-4776.0,-4795,,1,1,0,1,0,0,Security staff,2.0,2,2,THURSDAY,5,0,0,0,0,0,0,Business Entity Type 2,0.4844039326469292,0.4551520568136092,,0.0711,0.1048,0.9692,0.5784,0.0401,0.04,0.3621,0.1667,0.2083,0.0806,0.058,0.0723,0.0,0.0505,0.0725,0.1088,0.9692,0.5949,0.0405,0.0403,0.3448,0.1667,0.2083,0.0824,0.0634,0.0753,0.0,0.0,0.0718,0.1048,0.9692,0.584,0.0404,0.04,0.3621,0.1667,0.2083,0.0819999999999999,0.059,0.0736,0.0,0.0515,reg oper account,block of flats,0.0845,"Stone, brick",No,0.0,0.0,0.0,0.0,-1590.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
122446,0,Cash loans,F,N,Y,0,63000.0,454500.0,14661.0,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0066709999999999,-11263,-1343,-4849.0,-3933,,1,1,1,1,0,0,Cooking staff,2.0,2,2,MONDAY,12,0,0,0,1,1,0,Business Entity Type 3,0.3799960308907985,0.6826896723921599,0.6674577419214722,0.0093,0.021,0.9811,0.5308,0.008,0.0,0.069,0.0417,0.0833,0.0159,0.0076,0.01,0.0,0.0,0.0095,0.0218,0.9811,0.5492,0.0081,0.0,0.069,0.0417,0.0833,0.0163,0.0083,0.0104,0.0,0.0,0.0094,0.021,0.9811,0.5371,0.0081,0.0,0.069,0.0417,0.0833,0.0162,0.0077,0.0102,0.0,0.0,reg oper spec account,block of flats,0.0123,"Stone, brick",No,0.0,0.0,0.0,0.0,-2280.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
